TransactionID,fraud_probability,risk_category
3753745,0.9992466,CRITICAL
3862710,0.9992454,CRITICAL
3862703,0.9992454,CRITICAL
3966196,0.99924445,CRITICAL
3974219,0.99924326,CRITICAL
3970439,0.999241,CRITICAL
3860196,0.999236,CRITICAL
3939427,0.9992341,CRITICAL
3995639,0.999226,CRITICAL
3688866,0.99921715,CRITICAL
3832007,0.99921596,CRITICAL
3682668,0.9992136,CRITICAL
3856729,0.99921215,CRITICAL
3680019,0.9992105,CRITICAL
3974348,0.99921,CRITICAL
3862671,0.9992099,CRITICAL
3862714,0.9992091,CRITICAL
3840365,0.9992066,CRITICAL
3862678,0.999203,CRITICAL
3974376,0.9992023,CRITICAL
3688816,0.99920124,CRITICAL
3862695,0.99918944,CRITICAL
3862699,0.99918944,CRITICAL
4120839,0.9991873,CRITICAL
3969837,0.99918205,CRITICAL
3862673,0.9991819,CRITICAL
3688628,0.99916816,CRITICAL
3767065,0.9991605,CRITICAL
3767075,0.9991605,CRITICAL
3974366,0.99916005,CRITICAL
3688887,0.99915636,CRITICAL
3970167,0.99915457,CRITICAL
3739669,0.9991528,CRITICAL
3679934,0.9991503,CRITICAL
3969844,0.9991462,CRITICAL
3969890,0.9991462,CRITICAL
3843546,0.9991437,CRITICAL
3688950,0.9991435,CRITICAL
3969669,0.9991416,CRITICAL
3970265,0.99914,CRITICAL
3897152,0.9991381,CRITICAL
3688616,0.99913174,CRITICAL
3770217,0.99913067,CRITICAL
3969662,0.9991284,CRITICAL
3852423,0.99912804,CRITICAL
3688805,0.999126,CRITICAL
3873886,0.99912435,CRITICAL
4120713,0.9991239,CRITICAL
3970179,0.9991234,CRITICAL
3759539,0.9991233,CRITICAL
3862643,0.999116,CRITICAL
3898702,0.9991159,CRITICAL
3969744,0.9991153,CRITICAL
3939407,0.999108,CRITICAL
3976927,0.9991013,CRITICAL
3862651,0.99910104,CRITICAL
3967767,0.99909294,CRITICAL
3873928,0.9990926,CRITICAL
3967771,0.9990922,CRITICAL
3969760,0.99909174,CRITICAL
3840666,0.9990908,CRITICAL
3734025,0.9990901,CRITICAL
3688975,0.9990877,CRITICAL
3688968,0.9990877,CRITICAL
3688937,0.9990877,CRITICAL
3688931,0.9990877,CRITICAL
3688941,0.9990877,CRITICAL
3688959,0.9990877,CRITICAL
3840367,0.99908173,CRITICAL
3969836,0.9990767,CRITICAL
3767079,0.9990752,CRITICAL
3974293,0.99907446,CRITICAL
3969757,0.99906963,CRITICAL
3969950,0.9990677,CRITICAL
3840658,0.9990664,CRITICAL
3962083,0.9990651,CRITICAL
3970127,0.9990637,CRITICAL
3970150,0.99906296,CRITICAL
3974174,0.9990614,CRITICAL
3969882,0.99905986,CRITICAL
3969933,0.9990588,CRITICAL
3810896,0.99905497,CRITICAL
3968390,0.99904746,CRITICAL
3848446,0.9990422,CRITICAL
3969730,0.99904174,CRITICAL
3724135,0.9990392,CRITICAL
3847744,0.99903846,CRITICAL
3974385,0.9990355,CRITICAL
3697928,0.9990338,CRITICAL
3677728,0.9990319,CRITICAL
3761190,0.99902916,CRITICAL
3970180,0.9990289,CRITICAL
3739639,0.99902725,CRITICAL
3862706,0.9990262,CRITICAL
3967760,0.9990252,CRITICAL
3872730,0.99902344,CRITICAL
3759538,0.9990219,CRITICAL
3843072,0.9990206,CRITICAL
3862683,0.9989963,CRITICAL
3970183,0.9989962,CRITICAL
3862712,0.9989919,CRITICAL
3765839,0.99899083,CRITICAL
3974142,0.9989906,CRITICAL
3767062,0.9989901,CRITICAL
3974129,0.99898845,CRITICAL
4154283,0.9989875,CRITICAL
3969696,0.99898595,CRITICAL
3682671,0.99898523,CRITICAL
3967748,0.9989827,CRITICAL
3808878,0.99898094,CRITICAL
3897148,0.99897987,CRITICAL
3927935,0.99897504,CRITICAL
3759537,0.9989728,CRITICAL
3783978,0.9989711,CRITICAL
3969754,0.998963,CRITICAL
3974228,0.9989599,CRITICAL
3974216,0.9989599,CRITICAL
3723941,0.9989561,CRITICAL
3862707,0.99895006,CRITICAL
3970015,0.998949,CRITICAL
3970010,0.998949,CRITICAL
3969993,0.998949,CRITICAL
3970020,0.998949,CRITICAL
3970228,0.99894875,CRITICAL
3970245,0.99894875,CRITICAL
3970244,0.99894875,CRITICAL
3970236,0.99894875,CRITICAL
3970310,0.99894875,CRITICAL
3969929,0.99894696,CRITICAL
3862717,0.9989404,CRITICAL
3836625,0.99893934,CRITICAL
3724789,0.9989353,CRITICAL
3739666,0.9989334,CRITICAL
3702013,0.99892455,CRITICAL
3700234,0.9989183,CRITICAL
3970293,0.9989079,CRITICAL
3688625,0.99890625,CRITICAL
3930746,0.9989054,CRITICAL
3739656,0.99890506,CRITICAL
3862669,0.9989039,CRITICAL
3725333,0.9988977,CRITICAL
3873891,0.9988919,CRITICAL
3974171,0.9988882,CRITICAL
3777849,0.99888664,CRITICAL
3843547,0.99888414,CRITICAL
3969886,0.9988838,CRITICAL
3840670,0.9988777,CRITICAL
3969711,0.99887747,CRITICAL
3930765,0.99887115,CRITICAL
3682666,0.9988695,CRITICAL
3969664,0.9988681,CRITICAL
3721515,0.99886703,CRITICAL
3836826,0.99886703,CRITICAL
3699910,0.998865,CRITICAL
3974165,0.9988624,CRITICAL
4122476,0.9988612,CRITICAL
3969944,0.9988551,CRITICAL
3969938,0.9988551,CRITICAL
3968268,0.998855,CRITICAL
3817809,0.9988549,CRITICAL
3715267,0.9988533,CRITICAL
3697865,0.99885166,CRITICAL
3724786,0.9988508,CRITICAL
3927934,0.9988482,CRITICAL
3698846,0.99884665,CRITICAL
3698415,0.9988452,CRITICAL
3866045,0.99884355,CRITICAL
3845632,0.9988431,CRITICAL
3698413,0.9988405,CRITICAL
3680355,0.99883,CRITICAL
3915102,0.99882394,CRITICAL
3817787,0.9988171,CRITICAL
3966201,0.9988146,CRITICAL
3739634,0.99881387,CRITICAL
3739660,0.9988121,CRITICAL
3933931,0.9988066,CRITICAL
3966197,0.9988054,CRITICAL
3970189,0.9988023,CRITICAL
3862672,0.9988022,CRITICAL
3969883,0.99879575,CRITICAL
3971037,0.9987953,CRITICAL
3767056,0.998787,CRITICAL
3818051,0.99878305,CRITICAL
3680604,0.9987804,CRITICAL
3705321,0.9987801,CRITICAL
3967747,0.99877757,CRITICAL
3867124,0.99877256,CRITICAL
3688622,0.9987627,CRITICAL
3938196,0.9987619,CRITICAL
3968247,0.99875975,CRITICAL
3699924,0.99875665,CRITICAL
3712014,0.99875605,CRITICAL
3970336,0.99874973,CRITICAL
3970314,0.99874973,CRITICAL
3970231,0.99874973,CRITICAL
3970324,0.99874973,CRITICAL
3862680,0.9987496,CRITICAL
3793516,0.9987463,CRITICAL
3734568,0.9987459,CRITICAL
3767077,0.99874216,CRITICAL
3688857,0.99874216,CRITICAL
3785104,0.9987317,CRITICAL
3860208,0.99873143,CRITICAL
3845616,0.9987269,CRITICAL
3969658,0.9987257,CRITICAL
3717043,0.9987245,CRITICAL
3968252,0.9987219,CRITICAL
3688875,0.99871933,CRITICAL
3848070,0.99871814,CRITICAL
3961548,0.99871135,CRITICAL
3688895,0.9987111,CRITICAL
3756384,0.9987103,CRITICAL
3688934,0.9987055,CRITICAL
3688963,0.9987055,CRITICAL
3688946,0.9987055,CRITICAL
3688957,0.9987055,CRITICAL
3730188,0.9987055,CRITICAL
3739674,0.9987047,CRITICAL
3735656,0.9987029,CRITICAL
3968152,0.99870276,CRITICAL
3840707,0.99869907,CRITICAL
3692280,0.99869776,CRITICAL
3970116,0.9986928,CRITICAL
4118790,0.99869245,CRITICAL
3939421,0.9986908,CRITICAL
3851566,0.9986852,CRITICAL
3970222,0.99868447,CRITICAL
3692283,0.9986829,CRITICAL
3824315,0.99868244,CRITICAL
3974209,0.9986811,CRITICAL
3732063,0.998681,CRITICAL
3974339,0.9986791,CRITICAL
3967762,0.99867886,CRITICAL
3843542,0.99867827,CRITICAL
4089434,0.9986779,CRITICAL
3974144,0.9986778,CRITICAL
3896217,0.9986767,CRITICAL
3970355,0.99867463,CRITICAL
3729066,0.99867177,CRITICAL
3697646,0.9986683,CRITICAL
3688635,0.99866664,CRITICAL
3968117,0.9986656,CRITICAL
3968111,0.9986656,CRITICAL
3969723,0.998665,CRITICAL
3970030,0.99865663,CRITICAL
3688607,0.99865144,CRITICAL
3705289,0.99865013,CRITICAL
3969856,0.9986488,CRITICAL
3969896,0.9986488,CRITICAL
3979770,0.998637,CRITICAL
3970177,0.99863607,CRITICAL
3969747,0.99863607,CRITICAL
3969746,0.99863607,CRITICAL
3969675,0.99863005,CRITICAL
3873271,0.99862826,CRITICAL
3968062,0.99862325,CRITICAL
3974294,0.9986229,CRITICAL
3794801,0.9986228,CRITICAL
3968236,0.9986154,CRITICAL
3818030,0.99861395,CRITICAL
4120829,0.99861324,CRITICAL
3862650,0.9986105,CRITICAL
3692287,0.9986083,CRITICAL
3974245,0.998607,CRITICAL
3895799,0.99860626,CRITICAL
3756729,0.99860555,CRITICAL
3873257,0.9985959,CRITICAL
3952693,0.9985952,CRITICAL
4155679,0.99859315,CRITICAL
3817952,0.99859244,CRITICAL
3842156,0.9985911,CRITICAL
3756728,0.99858946,CRITICAL
3699897,0.9985891,CRITICAL
3843549,0.9985832,CRITICAL
3848272,0.99857724,CRITICAL
3974344,0.99857426,CRITICAL
3734095,0.99856853,CRITICAL
3873415,0.9985612,CRITICAL
3895797,0.9985557,CRITICAL
3967772,0.9985536,CRITICAL
3969720,0.99855024,CRITICAL
3968267,0.99855,CRITICAL
3688953,0.99854857,CRITICAL
3952672,0.99854636,CRITICAL
3896223,0.9985453,CRITICAL
3930762,0.9985436,CRITICAL
3915098,0.9985359,CRITICAL
3860212,0.99852943,CRITICAL
3967755,0.9985178,CRITICAL
3967776,0.9985152,CRITICAL
3969893,0.9985147,CRITICAL
3837812,0.99851185,CRITICAL
3961534,0.99850696,CRITICAL
3929708,0.998502,CRITICAL
3862599,0.9984976,CRITICAL
3856726,0.9984971,CRITICAL
4054900,0.99849236,CRITICAL
3840980,0.99848914,CRITICAL
3938902,0.9984877,CRITICAL
3694981,0.9984862,CRITICAL
4067248,0.99848586,CRITICAL
4118785,0.99848074,CRITICAL
3731794,0.9984688,CRITICAL
3697931,0.9984681,CRITICAL
3728728,0.99846625,CRITICAL
3939310,0.99846244,CRITICAL
3802217,0.99845624,CRITICAL
4165261,0.99845576,CRITICAL
3970375,0.99845517,CRITICAL
3729394,0.99845004,CRITICAL
3974271,0.998448,CRITICAL
3927936,0.99844486,CRITICAL
3810826,0.9984296,CRITICAL
3931240,0.9984231,CRITICAL
3967988,0.9984182,CRITICAL
3967979,0.9984182,CRITICAL
3779892,0.9984086,CRITICAL
3845596,0.9984072,CRITICAL
3753260,0.998398,CRITICAL
3739924,0.998384,CRITICAL
3969920,0.9983804,CRITICAL
3764461,0.99837697,CRITICAL
3967828,0.9983734,CRITICAL
3870120,0.99837214,CRITICAL
3688630,0.9983714,CRITICAL
3866041,0.99836594,CRITICAL
3724791,0.99836284,CRITICAL
3969834,0.99836046,CRITICAL
3968089,0.99835855,CRITICAL
3939313,0.9983583,CRITICAL
3897151,0.9983576,CRITICAL
3694390,0.9983569,CRITICAL
3870121,0.99835676,CRITICAL
3913803,0.998348,CRITICAL
3688890,0.998343,CRITICAL
3688882,0.998343,CRITICAL
4005798,0.99834204,CRITICAL
3730185,0.9983405,CRITICAL
3970024,0.9983394,CRITICAL
3753191,0.99833775,CRITICAL
3969705,0.99833626,CRITICAL
3969904,0.99833375,CRITICAL
3715300,0.99832684,CRITICAL
3832006,0.99832517,CRITICAL
3974250,0.9983248,CRITICAL
3969860,0.9983217,CRITICAL
3895785,0.9983071,CRITICAL
3873259,0.99830365,CRITICAL
3969956,0.99830073,CRITICAL
3840697,0.9982988,CRITICAL
3688892,0.9982955,CRITICAL
3968059,0.9982948,CRITICAL
3734096,0.99829453,CRITICAL
3848444,0.99829084,CRITICAL
3737294,0.99828845,CRITICAL
4120792,0.9982876,CRITICAL
3753698,0.99828255,CRITICAL
3688611,0.998279,CRITICAL
3930764,0.9982754,CRITICAL
3933589,0.9982734,CRITICAL
3882978,0.9982673,CRITICAL
3845466,0.9982668,CRITICAL
3829340,0.9982638,CRITICAL
4155635,0.9982571,CRITICAL
3694386,0.99825627,CRITICAL
3832031,0.9982535,CRITICAL
3832030,0.9982535,CRITICAL
3970215,0.9982503,CRITICAL
3742592,0.99824727,CRITICAL
3767219,0.9982455,CRITICAL
3968271,0.99824476,CRITICAL
3970306,0.99824417,CRITICAL
3669001,0.998243,CRITICAL
3969960,0.99823916,CRITICAL
3710437,0.9982315,CRITICAL
3702062,0.99823016,CRITICAL
3766998,0.99822956,CRITICAL
4118788,0.9982262,CRITICAL
3735655,0.9982229,CRITICAL
3666491,0.9982229,CRITICAL
3969831,0.9982217,CRITICAL
3872726,0.998221,CRITICAL
3974276,0.9982152,CRITICAL
3974264,0.9982128,CRITICAL
3753413,0.9982109,CRITICAL
3845641,0.99821067,CRITICAL
3688898,0.9981987,CRITICAL
4012620,0.99819726,CRITICAL
3970000,0.998197,CRITICAL
3840654,0.99819356,CRITICAL
3691031,0.9981914,CRITICAL
3767054,0.99819094,CRITICAL
3815686,0.99819,CRITICAL
3969942,0.9981883,CRITICAL
3969948,0.9981883,CRITICAL
3865091,0.99818546,CRITICAL
4120807,0.998184,CRITICAL
3929706,0.9981838,CRITICAL
3810995,0.99818355,CRITICAL
3862647,0.9981834,CRITICAL
3668742,0.9981774,CRITICAL
3970248,0.9981761,CRITICAL
3970333,0.9981761,CRITICAL
3850455,0.99817586,CRITICAL
3697918,0.9981698,CRITICAL
3977907,0.9981679,CRITICAL
3710424,0.99816483,CRITICAL
3951548,0.9981629,CRITICAL
3688980,0.99816257,CRITICAL
3956105,0.99815696,CRITICAL
4066327,0.99815637,CRITICAL
3698327,0.998156,CRITICAL
3715310,0.99815506,CRITICAL
4009290,0.99814963,CRITICAL
4012551,0.99814725,CRITICAL
3764753,0.99814475,CRITICAL
3968053,0.99814284,CRITICAL
3968027,0.99814284,CRITICAL
3968019,0.99814284,CRITICAL
3968001,0.99814284,CRITICAL
3967992,0.99814284,CRITICAL
3967947,0.99814284,CRITICAL
3967943,0.99814284,CRITICAL
3969827,0.99813986,CRITICAL
3737293,0.99813676,CRITICAL
3872735,0.9981365,CRITICAL
3968049,0.99813604,CRITICAL
4080751,0.9981293,CRITICAL
3969666,0.9981244,CRITICAL
4118803,0.99812335,CRITICAL
3969691,0.9981231,CRITICAL
3672661,0.9981212,CRITICAL
3931237,0.9981212,CRITICAL
3668748,0.9981159,CRITICAL
3793491,0.99811554,CRITICAL
3737305,0.99811494,CRITICAL
4095445,0.9981146,CRITICAL
3896309,0.99811125,CRITICAL
3914732,0.9981103,CRITICAL
3698416,0.9981097,CRITICAL
3748152,0.9981002,CRITICAL
3732454,0.9980996,CRITICAL
3697930,0.99809855,CRITICAL
4067406,0.9980909,CRITICAL
3840672,0.9980909,CRITICAL
3967819,0.9980901,CRITICAL
3732450,0.99808973,CRITICAL
4035799,0.99808913,CRITICAL
3705291,0.9980793,CRITICAL
3854241,0.9980792,CRITICAL
3968337,0.9980683,CRITICAL
3848447,0.99805707,CRITICAL
3818057,0.9980567,CRITICAL
3836821,0.9980562,CRITICAL
3715411,0.99805593,CRITICAL
3866023,0.998049,CRITICAL
3731754,0.99804795,CRITICAL
3739653,0.9980477,CRITICAL
3933586,0.9980414,CRITICAL
3999644,0.99804,CRITICAL
3845583,0.9980398,CRITICAL
3725334,0.99803835,CRITICAL
3979773,0.99803776,CRITICAL
3860209,0.9980338,CRITICAL
3848449,0.99803346,CRITICAL
3737296,0.9980318,CRITICAL
4165257,0.99802506,CRITICAL
3677565,0.9980228,CRITICAL
3902030,0.9980227,CRITICAL
3793618,0.9980209,CRITICAL
3970339,0.9980198,CRITICAL
3970315,0.9980198,CRITICAL
3970256,0.9980198,CRITICAL
3970261,0.9980198,CRITICAL
3922071,0.9980173,CRITICAL
3845674,0.99801147,CRITICAL
4118781,0.9980102,CRITICAL
4008855,0.99800974,CRITICAL
3679947,0.9980094,CRITICAL
3679643,0.99800617,CRITICAL
3737306,0.99800056,CRITICAL
3832932,0.9979965,CRITICAL
3969923,0.99799573,CRITICAL
3734028,0.99798226,CRITICAL
4012671,0.9979798,CRITICAL
3798162,0.9979797,CRITICAL
3967976,0.99797887,CRITICAL
3737292,0.9979759,CRITICAL
3968162,0.99797124,CRITICAL
3697920,0.9979698,CRITICAL
3779928,0.99796945,CRITICAL
4118810,0.997969,CRITICAL
3967876,0.99796367,CRITICAL
3967882,0.99796367,CRITICAL
3850452,0.9979578,CRITICAL
4122409,0.9979576,CRITICAL
3732844,0.9979553,CRITICAL
3688871,0.99793917,CRITICAL
3816025,0.99793625,CRITICAL
4120816,0.9979361,CRITICAL
3862685,0.9979346,CRITICAL
3902045,0.99793434,CRITICAL
3697438,0.9979304,CRITICAL
3893976,0.99792564,CRITICAL
3895809,0.9979255,CRITICAL
3970370,0.9979247,CRITICAL
3970374,0.9979247,CRITICAL
3819540,0.99792385,CRITICAL
3850565,0.9979234,CRITICAL
3836961,0.99792236,CRITICAL
4075245,0.9979206,CRITICAL
4034088,0.9979144,CRITICAL
3697924,0.9979139,CRITICAL
3818044,0.99791306,CRITICAL
3870988,0.99790925,CRITICAL
3840684,0.9979085,CRITICAL
3794719,0.9979044,CRITICAL
3885096,0.99790263,CRITICAL
3782218,0.9978935,CRITICAL
3855969,0.99789256,CRITICAL
3692498,0.997889,CRITICAL
3728969,0.9978835,CRITICAL
3739630,0.99788195,CRITICAL
3702087,0.9978789,CRITICAL
3930747,0.9978782,CRITICAL
3755979,0.9978781,CRITICAL
3697643,0.99787796,CRITICAL
3786777,0.99786866,CRITICAL
3808877,0.99786794,CRITICAL
3682664,0.997867,CRITICAL
3705322,0.9978582,CRITICAL
3815685,0.99785703,CRITICAL
4095167,0.9978568,CRITICAL
3967893,0.99785066,CRITICAL
4105754,0.99785054,CRITICAL
3730189,0.99784076,CRITICAL
4148610,0.99783796,CRITICAL
3840981,0.9978362,CRITICAL
3687398,0.9978358,CRITICAL
3968321,0.9978357,CRITICAL
3968130,0.99783474,CRITICAL
3970218,0.9978345,CRITICAL
3705288,0.9978327,CRITICAL
3970008,0.9978307,CRITICAL
3969990,0.9978307,CRITICAL
3968114,0.99782854,CRITICAL
3969661,0.9978217,CRITICAL
3679637,0.9978204,CRITICAL
3739631,0.99781954,CRITICAL
4118789,0.99781585,CRITICAL
3867555,0.9978125,CRITICAL
3913807,0.9978114,CRITICAL
3854152,0.9978052,CRITICAL
3968346,0.9978027,CRITICAL
3710330,0.9978021,CRITICAL
4098852,0.9977957,CRITICAL
3933584,0.9977927,CRITICAL
3969997,0.9977871,CRITICAL
3930058,0.9977806,CRITICAL
3735630,0.9977748,CRITICAL
4029038,0.9977639,CRITICAL
3840978,0.99776053,CRITICAL
3836900,0.99776006,CRITICAL
3873888,0.9977581,CRITICAL
4009763,0.99775773,CRITICAL
3699912,0.99775535,CRITICAL
4076627,0.9977431,CRITICAL
3702069,0.99774253,CRITICAL
3968080,0.9977386,CRITICAL
3968120,0.9977386,CRITICAL
4098860,0.9977385,CRITICAL
3970186,0.9977349,CRITICAL
4095451,0.99773335,CRITICAL
3878464,0.997733,CRITICAL
3787388,0.99772877,CRITICAL
3968105,0.997727,CRITICAL
3968159,0.997727,CRITICAL
3968170,0.997727,CRITICAL
3930766,0.99772125,CRITICAL
3926558,0.9977197,CRITICAL
3896227,0.9977155,CRITICAL
3764450,0.99771523,CRITICAL
3732950,0.99771464,CRITICAL
3970380,0.9977145,CRITICAL
3811960,0.9976993,CRITICAL
3769146,0.99769115,CRITICAL
3912246,0.99769044,CRITICAL
3670673,0.9976845,CRITICAL
3933936,0.9976794,CRITICAL
3970351,0.9976768,CRITICAL
3840303,0.9976756,CRITICAL
4074705,0.9976732,CRITICAL
3843540,0.9976726,CRITICAL
3967950,0.99765825,CRITICAL
3967983,0.99765825,CRITICAL
3967968,0.99765825,CRITICAL
3967860,0.9976451,CRITICAL
3735629,0.9976432,CRITICAL
3952658,0.99764,CRITICAL
3893653,0.99763703,CRITICAL
3836816,0.99762696,CRITICAL
3739632,0.99762064,CRITICAL
3862247,0.99761826,CRITICAL
3968034,0.997614,CRITICAL
3787384,0.99760985,CRITICAL
3967937,0.99760914,CRITICAL
3967870,0.99760914,CRITICAL
3967933,0.99760914,CRITICAL
3967910,0.99760914,CRITICAL
3967880,0.99760914,CRITICAL
3967890,0.99760914,CRITICAL
3968148,0.9976089,CRITICAL
3968143,0.9976089,CRITICAL
3968107,0.9976089,CRITICAL
3756730,0.9976069,CRITICAL
3878987,0.9975993,CRITICAL
3849221,0.9975986,CRITICAL
3712398,0.997595,CRITICAL
3739395,0.99758697,CRITICAL
3674913,0.9975853,CRITICAL
3738275,0.99758255,CRITICAL
3738269,0.99758255,CRITICAL
3966219,0.9975802,CRITICAL
3817977,0.9975758,CRITICAL
3976933,0.9975737,CRITICAL
4067254,0.9975726,CRITICAL
3832028,0.9975725,CRITICAL
3692499,0.9975683,CRITICAL
3731791,0.9975681,CRITICAL
3702025,0.9975637,CRITICAL
3862715,0.9975616,CRITICAL
3882975,0.9975611,CRITICAL
3716395,0.997556,CRITICAL
3862701,0.9975478,CRITICAL
3710247,0.99754685,CRITICAL
3970032,0.99754083,CRITICAL
3895807,0.99753904,CRITICAL
4012554,0.9975339,CRITICAL
3968128,0.9975326,CRITICAL
3855964,0.9975216,CRITICAL
3845621,0.9975197,CRITICAL
3850885,0.99751866,CRITICAL
3737303,0.9975115,CRITICAL
3737304,0.9975115,CRITICAL
3787390,0.9975096,CRITICAL
3739412,0.99750876,CRITICAL
3715275,0.9975073,CRITICAL
3777811,0.9975032,CRITICAL
3666492,0.99749434,CRITICAL
3968340,0.9974911,CRITICAL
3968092,0.997488,CRITICAL
3855956,0.9974868,CRITICAL
3728723,0.9974837,CRITICAL
3970235,0.99748176,CRITICAL
3734569,0.99747664,CRITICAL
3836824,0.99747074,CRITICAL
3724088,0.9974705,CRITICAL
3702074,0.99746966,CRITICAL
3738282,0.99746287,CRITICAL
3738280,0.99746287,CRITICAL
3738255,0.9974624,CRITICAL
3738262,0.9974606,CRITICAL
3855940,0.9974591,CRITICAL
3969764,0.9974571,CRITICAL
3974126,0.9974515,CRITICAL
3863898,0.99744934,CRITICAL
3840699,0.9974463,CRITICAL
3724773,0.99744487,CRITICAL
3710327,0.99744415,CRITICAL
3970366,0.9974432,CRITICAL
3702084,0.99744284,CRITICAL
3694980,0.9974427,CRITICAL
