CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SPENDING_POWER,LIQUIDITY_STRESS,PAYMENT_EFFICIENCY,TRX_SIZE,CASH_DEPENDENCY,FINANCIAL_HEALTH,ENGAGEMENT_SCORE,Cluster
C10016,5911.506531,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4.0,11.0,8000.0,1993.439277,2109.90649,0.0,12.0,0.2014624999997482,0.3893239827998266,0.9447998223800678,146.51818168498346,0.26666666648888887,0.2983185051411104,0.8,0
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3.0,0.0,3000.0,391.974562,376.579631,0.0,8.0,0.0,1.3437137029429993,1.0408809444863234,0.0,0.9999999966666667,0.09279256560069067,0.4625,0
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0.0,8.0,2500.0,254.590662,73.203221,0.25,12.0,0.20759999999916962,0.0,3.4778614723144683,64.87499991890624,0.0,0.6950692613200198,0.6030302999999999,0
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0.0,9.0,12000.0,1720.837373,744.613395,0.0,12.0,0.04202916666663164,0.0,2.3110481016486277,56.038888826623456,0.0,0.5502731943000414,0.8666668,0
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,2760.115734,0.0,12.0,0.09965999999975085,0.0,0.3818609672822442,33.219999972316664,0.0,0.3316521800256709,1.0,0
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,2000.0,223.0686,2760.115734,0.0,12.0,0.08833999999955831,0.0,0.0808185675880763,22.08499997239375,0.0,0.3,0.8666668,0
C10022,5911.506531,1.0,3999.92,2675.0,449.91,229.028245,1.0,0.916667,1.0,0.333333,6.0,57.0,11250.0,2077.959051,1659.775075,0.0,12.0,0.35554844444412836,0.03874278811984494,1.2519521965875289,70.17403507540807,0.09523809522297808,0.4137883972732467,1.0,0
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1800.0,2359.629958,86.329554,0.0,12.0,0.45327777777525957,0.0,27.332817655083357,47.994117618826984,0.0,0.5779429600001225,0.8909092000000001,0
C10024,3800.151377,0.818182,3999.92,2675.0,793.79,4653.693195,1.0,0.083333,0.916667,0.333333,13.0,13.0,9000.0,6083.426724,1425.426525,0.0,12.0,0.4444355555550617,1.2246073204224763,4.267793967112631,307.68615360947217,0.4999999998076923,0.3233282874911664,0.9454545999999999,0
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4.0,0.0,6000.0,1422.726707,1657.002877,0.0,11.0,0.0,0.14881983127483436,0.8586145061903921,0.0,0.9999999975,0.03157143980044735,0.575,0
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3000.0,215.306142,163.005536,0.0,12.0,0.133199999999556,0.0,1.320851716268038,33.29999997225,0.0,0.5830218321000566,1.0,0
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5.0,2.0,1700.0,890.178845,971.183209,0.0,12.0,0.059999999999647065,0.1515132726319903,0.9165920876117969,50.999999745000004,0.7142857132653061,0.1005435966103209,0.6666668,0
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1000.0,207.773715,164.748819,0.0,12.0,0.2332799999976672,0.0,1.261154503252545,19.4399999838,0.0,0.5622915549003771,1.0,0
C10029,5911.506531,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.583333,15.0,8.0,10500.0,1601.448347,1648.851345,0.0,12.0,0.03686190476186965,0.37826994646286,0.9712508964780494,48.381249939523435,0.6521739127599243,0.23544763957218356,0.8666668,0
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,6900.0,160.767773,159.684442,0.0,12.0,0.014492753623167402,0.0,1.006784198738235,19.99999996,0.0,0.5990407178260884,0.7666668,0
C10031,5911.506531,1.0,3038.01,1013.2,1753.08,3183.583301,1.0,0.166667,1.0,0.5,10.0,57.0,12000.0,4230.323491,2760.115734,0.0,12.0,0.25316749999978905,0.5385400970632227,1.5326616340301162,53.29842104328098,0.14925373132100692,0.40743621732882107,1.0,0
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2.0,45.0,6000.0,645.998299,256.848991,0.0,12.0,0.22461833333295897,0.15126885506879906,2.5150898839810862,29.949111104455753,0.04255319148030783,0.5291203763560045,1.0,0
C10033,5911.506531,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3.0,3.0,10500.0,1720.118876,2506.745366,0.0,12.0,0.03094761904758957,0.2012234523906995,0.6861960928795582,108.31666630561111,0.49999999916666665,0.2810998136501609,0.6333332,0
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,11.0,1200.0,423.449696,196.301885,0.3,12.0,0.5306583333289112,0.0,2.1571351491526873,57.88999994737272,0.0,0.6885848867502617,0.9666668,0
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0.0,14.0,11000.0,6083.426724,2760.115734,0.0,12.0,0.04975272727268204,0.0,2.2040476959137396,39.09142854350612,0.0,0.5040790468364509,0.9181819,0
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,351.500199,634.569311,0.0,12.0,0.0,0.0599295560687158,0.553919316458184,0.0,0.9999999900000002,0.023941539501533583,0.6,0
C10037,5911.506531,1.0,0.0,0.0,0.0,4653.693195,0.0,0.0,0.0,0.583333,11.0,0.0,9000.0,1636.361601,1986.843608,0.0,11.0,0.0,0.7872262629818835,0.8235985934690458,0.0,0.999999999090909,0.10294978257294626,0.575,0
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0,0.47610999999904785,0.41943642802495457,1.0498025689141668,58.06219510778971,0.1458333333029514,0.31340115032960025,0.9000000000000001,0
C10039,5911.506531,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12.0,2.0,9000.0,1237.111661,2049.408839,0.0,12.0,0.02266666666664148,0.49491611768550897,0.603643176242768,101.99999949000001,0.8571428565306122,0.1458069253410353,0.6333332,0
C10040,1411.60223,0.454545,963.24,963.24,0.0,4653.693195,0.083333,0.083333,0.0,0.333333,6.0,6.0,7500.0,6083.426724,719.948985,0.333333,12.0,0.12843199999982877,3.2967454259172095,8.449802486929684,160.53999973243333,0.4999999995833333,0.5268691109250753,0.46969669999999997,0
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3.0,0.0,1800.0,3067.05783,283.333445,0.166667,12.0,0.0,4.722396979428986,10.824905721566868,0.0,0.9999999966666667,0.25609216600061424,0.5181819,0
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11.0,27.0,3000.0,1262.309666,363.142736,0.111111,12.0,0.5088633333316371,2.7881872244017343,3.4760702633612346,56.54037034942949,0.28947368413434904,0.47911331855995687,0.8060605000000001,0
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,868.275275,1801.264841,0.0,12.0,0.04529333333323268,0.0,0.4820364308632945,203.81999796180003,0.0,0.32635261346727473,0.6333332,0
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1.0,0.0,1500.0,378.294227,321.354137,0.0,12.0,0.0,1.0888079316347419,1.177187978719652,0.0,0.9999999900000002,0.02785152760181424,0.6,0
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0.0,20.0,8500.0,1430.341501,1318.71492,0.0,12.0,0.17946352941155355,0.0,1.0846480003344119,76.271999961864,0.0,0.41237839080022076,1.0,0
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2.0,5.0,2400.0,89.921689,2760.115734,0.0,12.0,0.18208333333257465,0.08234746897678905,0.03257895598071839,87.3999998252,0.2857142853061225,0.2339967536593311,0.7333331999999999,0
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1.0,3.0,1700.0,176.013005,147.199792,0.0,8.0,0.06455294117609087,2.1365067829264897,1.1957422126523287,36.579999878066666,0.249999999375,0.4412740327174043,0.5,0
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7.0,0.0,4200.0,89.921689,1379.926444815464,0.0,12.0,0.0,0.5066027744302084,0.06516411750582364,0.0,0.9999999985714286,0.020706340643522114,0.6,0
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0.0,57.0,3300.0,2543.953559,175.657825,0.916667,12.0,0.7244242424220472,0.0,14.482437994750166,41.94035086983502,0.0,0.945769783727336,1.0,0
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2.0,3.0,4000.0,587.866451,286.448719,0.083333,12.0,0.12687499999968282,0.8046877130095752,2.0522572173886293,169.16666610277778,0.3999999992,0.448547462765162,0.6666668,0
C10052,4931.331857,1.0,901.42,646.07,255.35,4653.693195,0.625,0.375,0.25,0.583333,15.0,9.0,12000.0,6083.426724,1012.415961,0.0,8.0,0.07511833333327073,0.9436990512785445,6.0088214313917865,100.15777766649134,0.6249999997395833,0.2892167036532277,0.75,0
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0.0,18.0,2500.0,1399.82834,1322.446601,0.0,12.0,1.2431399999950274,0.0,1.058514074542519,172.65833323741202,0.0,0.47053337220051783,0.8666668,0
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3.0,0.0,3500.0,691.825279,581.481917,0.0,12.0,0.0,0.20525197321676775,1.1897623275327107,0.0,0.9999999966666667,0.16579876394324053,0.6,0
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1.0,11.0,3000.0,3110.052742,132.446091,0.2,9.0,0.6597399999978009,4.263773823817657,23.48164991721185,179.929090745519,0.08333333326388888,0.6085325844209882,0.7583335,0
C10056,8.80954,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,1000.0,417.016763,76.23613329515983,0.0,12.0,0.3099999999969,0.0,5.4700670787007954,38.74999995156249,0.0,0.5973571380000264,0.757576,0
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,6.0,6000.0,89.921689,358.7036509985189,0.0,12.0,0.2139833333329767,0.0,0.2506851791086577,213.98333297669447,0.0,0.5344002008001093,0.7,0
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5.0,4.0,4000.0,89.921689,2760.115734,0.0,12.0,0.07831749999980421,0.18439407397751564,0.03257895598071839,78.31749980420625,0.5555555549382716,0.16144197256919823,0.7,0
C10059,2386.330629,1.0,3999.92,2675.0,428.53,0.0,0.916667,0.916667,0.5,0.0,0.0,42.0,7500.0,5678.729613,1311.514878,0.083333,12.0,0.5333226666659556,0.0,4.329901023781373,95.23619045351519,0.0,0.5378799748401273,0.9666668,0
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3.0,0.0,4000.0,764.938728,1600.212243,0.0,11.0,0.0,0.056551918804437565,0.4780232943107284,0.0,0.9999999966666667,0.002164593625744549,0.575,0
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4.0,6.0,6000.0,2110.557023,1895.02617,0.0,12.0,0.03816666666660306,0.17666696057998388,1.1137350271995783,38.16666660305555,0.3999999996,0.20530479712045785,0.7666668,0
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,6500.0,3509.686561,548.105836,0.0,12.0,0.017384615384588638,0.0,6.4033008415841195,56.4999997175,0.0,0.513271660015518,0.5848487,0
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,338.083661,837.215674,0.0,12.0,0.04137499999974141,0.0,0.4038190773241087,66.19999933800001,0.0,0.30828868106432317,0.6333332,0
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7.0,0.0,4150.0,4372.148648,241.645387,0.090909,11.0,0.0,4.71807408227501,18.093242755836542,0.0,0.9999999985714286,0.2778395297299172,0.5477273,0
C10065,8.80954,0.272727,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1600.0,89.921689,148.9765124731312,0.0,12.0,0.5249999999967188,0.0,0.603596415979881,839.9999916000002,0.0,0.5983482112500103,0.4151513,0
C10067,1923.886805,1.0,1887.64,0.0,1753.08,1605.949371,1.0,0.0,1.0,0.083333,4.0,57.0,1850.0,3688.045998,2760.115734,0.083333,12.0,1.0203459459404307,0.8347421307833401,1.3361925199570774,33.116491222260265,0.06557377048105348,0.31366106885568396,1.0,0
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0.0,11.0,1800.0,777.451648,897.905444,0.0,12.0,0.2290722222209496,0.0,0.8658502442394608,37.48454542046859,0.0,0.3069900021682945,0.8333332,0
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1.0,0.0,1500.0,146.074769,179.412493,0.0,8.0,0.0,1.1217218778427633,0.8141839319509269,0.0,0.9999999900000002,0.13803051200107974,0.4625,0
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6.0,0.0,2500.0,540.022225,352.883804,0.0,12.0,0.0,0.24291526065896402,1.5303117311235312,0.0,0.9999999983333333,0.11084339702075661,0.6,0
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0.0,8.0,6000.0,6083.426724,1001.607366,0.083333,12.0,0.043916666666593475,0.0,6.073664122732962,32.93749995882812,0.0,0.43380702105033253,0.8666668,0
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,1700.0,1623.816348,923.505868,0.0,12.0,0.8021705882305755,0.0,1.7583173039268842,340.92249914769377,0.0,0.3000996201194111,0.7333331999999999,0
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4.0,11.0,6250.0,1288.214909,2180.881868,0.0,12.0,0.06705599999989272,0.11396418187581037,0.5906853222524445,38.09999996536364,0.26666666648888887,0.2565911813017548,0.9666668,0
C10074,2990.422186,0.909091,3999.92,1664.09,1753.08,4653.693195,0.666667,0.5,0.583333,0.583333,15.0,33.0,7000.0,6083.426724,1107.030803,0.454545,12.0,0.5714171428563266,1.5561993944437778,5.495264185476371,121.20969693296676,0.31249999993489586,0.5599070491911429,0.8393941,0
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3.0,0.0,7000.0,910.457985,140.983193,0.25,8.0,0.0,2.2474400332053257,6.457918604066662,0.0,0.9999999966666667,0.37188515771432584,0.5,0
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0.0,8.0,2250.0,889.017418,622.757696,0.0,10.0,0.31728888888747875,0.0,1.4275494685909502,89.23749988845312,0.0,0.3588036774677386,0.75,0
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0.0,7.0,6000.0,1305.177304,175.510344,0.0,11.0,0.13198999999978003,0.0,7.436469407897891,113.13428555266532,0.0,0.5733832741500443,0.6568181,0
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0.0,14.0,6000.0,1990.044998,2161.428274,0.0,12.0,0.09364499999984392,0.0,0.9207083214045128,40.13357139990459,0.0,0.30697831880048837,0.9333332000000001,0
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0,0.055100909090859,0.0,4.74607128144964,35.65352939079204,0.0,0.5528825877545882,1.0,0
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0.0,8.0,1500.0,1438.910569,190.186542,0.0,12.0,0.21333333333191112,0.0,7.565785432516787,39.999999949999996,0.0,0.48423806420077176,0.9000000000000001,0
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,89.921689,2760.115734,0.0,12.0,0.0,0.031786738708181106,0.03257895598071839,0.0,0.9999999900000002,2.9999999484608964e-09,0.6,0
C10083,5911.506531,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7.0,7.0,7000.0,1624.583114,2503.40234,0.0,12.0,0.055522857142777826,0.7818539243346362,0.6489500660902596,55.52285706353878,0.49999999964285713,0.19664972020750476,0.8333332,0
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0.0,13.0,5000.0,357.802082,121.523416,0.181818,12.0,0.04896999999990206,0.0,2.9443056634497253,18.834615370127217,0.0,0.6716857462200021,0.8393941,0
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5.0,0.0,9500.0,116.569033,164.692136,0.0,12.0,0.0,36.59141485019278,0.7077996304141808,0.0,0.9999999980000001,0.2974236413052659,0.3818181,0
C10086,8.80954,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0.0,5.0,12000.0,210.053432,99.533735,0.444444,12.0,0.011087499999990761,0.0,2.1103742563151706,26.609999946780004,0.0,0.7775573615000002,0.6575759999999999,0
C10087,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0.0,12.0,1200.0,725.606194,140.809454,1.0,12.0,0.32999999999725005,0.0,5.1531070772312555,32.9999999725,0.0,0.9893838925000884,0.6636365,0
C10088,1935.362486,1.0,3999.92,2675.0,400.26,293.844792,1.0,1.0,0.333333,0.083333,1.0,50.0,9000.0,4921.066897,594.756686,0.0,12.0,0.4444355555550617,0.15182933126176226,8.27408419737758,79.99839998400032,0.019607843133410227,0.5296055641933819,1.0,0
C10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,12000.0,1275.229436,171.357189,1.0,12.0,0.10398333333324666,0.0,7.441937180269575,56.71818179240082,0.0,0.9966270699500028,1.0,0
C10090,5911.506531,1.0,1603.78,1445.14,158.64,4653.693195,1.0,0.833333,1.0,0.583333,15.0,23.0,11000.0,4589.873897,1876.262988,0.0,12.0,0.14579818181804927,0.7872262629818835,2.446284943172123,69.7295651870741,0.39473684200138504,0.32035604200882195,1.0,0
C10092,5911.506531,1.0,2258.01,1318.78,939.23,4653.693195,1.0,0.75,1.0,0.583333,15.0,57.0,12000.0,3021.575846,2074.581541,0.0,12.0,0.1881674999998432,0.7872262629818835,1.456474853492122,39.61421051936593,0.20833333330439816,0.3897123367338037,1.0,0
C10093,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0,0.009999999999977778,0.02581871991613814,1.1082662322044023,44.999999550000005,0.4999999975,0.18084629021726475,0.6333332,0
C10094,5911.506531,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,2760.115734,0.0,12.0,0.0,0.4596550647023896,0.5442545805199043,0.0,0.9999999992857143,0.02716123724547471,0.6,0
C10095,5911.506531,1.0,3999.92,1147.83,1753.08,370.737197,1.0,0.25,0.916667,0.083333,1.0,46.0,9000.0,6083.426724,2760.115734,0.0,12.0,0.4444355555550617,0.06271450349504365,2.2040476959137396,86.95478258979244,0.021276595740153916,0.39656680357817276,1.0,0
C10096,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,15.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0,0.258009999999355,2.1931733320076603,3.3560993953206206,60.708235258406916,0.4687499998535156,0.34746306829431595,0.9386364,0
C10097,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12.0,0.025361111110970218,0.37507900558915097,1.4104157344557484,45.64999954350001,0.4999999975,0.22975398741789027,0.6333332,0
C10098,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,89.921689,322.6228667524251,0.0,12.0,0.16899999999929585,0.0,0.2787207549867104,202.79999898600002,0.0,0.43653526987568114,0.6666668,0
C10099,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,89.921689,2760.115734,0.0,12.0,0.08889166666629629,0.0,0.03257895598071839,71.1133330962889,0.0,0.3088142790012132,0.7,0
C10100,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.823651,2760.115734,0.0,12.0,0.0,0.10582095406390021,0.05500626264661189,0.0,0.9999999900000002,0.015054282502374493,0.6,0
C10101,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.128532,389.138517,0.0,12.0,0.12323999999979461,0.0,1.0719281535147567,67.22181812070744,0.0,0.519002214600135,0.8666668,0
C10102,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,89.921689,1104.6821913270592,0.0,12.0,0.0,0.4889175718262626,0.08140050568857521,0.0,0.9999999983333333,0.037074652175657315,0.6,0
C10103,8.80954,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0,0.011285714285698164,0.0,1.7886191714239799,26.333333245555558,0.0,0.9996224482857148,0.5090908000000001,0
